Key,Type,Desc,English,French,German,Spanish,Japanese,Korean,Chinese (Simplified),Russian,Traditional Chinese,Turkish,Italian,Portuguese (Brazil)
CUSTOMER_SPONGEBOB_PLANKTON_NAME,Text,,Plankton,Plancton,Plankton,Plancton,プランクトン（P）,플랑크톤,皮老板,Планктон,皮老闆,Plankton,Plankton,Plankton
CUSTOMER_SPONGEBOB_SANDYCHEEKS_INITIALS,Text,,SC,SÉ,SC,AM,SC,다,珊·奇,СЧ,SC,SY,SC,SB
CUSTOMER_SPONGEBOB_SANDYCHEEKS_NAME,Text,,Sandy Cheeks,Sandy l'écureuil,Sandy Cheeks,Arenita Mejillas,サンディ・チークス（SC）,다람이,珊迪·奇可,Сэнди Чикс,珊迪,Sandy Yanak,Sandy Cheeks,Sandy Bochechas
CUSTOMER_SPONGEBOB_SPONGEBOBSQUAREPANTS_INITIALS,Text,,SB,BÉ,SB,BE,SB,스,海宝,ГБ,SB,SB,SB,BE
CUSTOMER_SPONGEBOB_SPONGEBOBSQUAREPANTS_NAME,Text,,SpongeBob SquarePants,Bob l'éponge,SpongeBob Schwammkopf,Bob Esponja,スポンジボブ・スクエアパンツ（SB）,스폰지밥,海绵宝宝,Губка Боб Квадратные Штаны,海綿寶寶,Sünger Bob Kare Pantolon,SpongeBob SquarePants,Bob Esponja Calça Quadrada
CUSTOMER_SPONGEBOB_SQUIDWARDTENTACLES_INITIALS,Text,,ST,CT,TT,CT,ST,징,章哥,СТ,ST,SD,ST,LMT
CUSTOMER_SPONGEBOB_SQUIDWARDTENTACLES_NAME,Text,,Squidward Tentacles,Carlo Tentacule,Thaddäus Tentakel,Calamardo Tentáculos,イカルド・テンタクルズ（ST）,징징이,章鱼哥,Сквидвард Тентаклс,章魚哥,Squidward Dokunaç,Squiddy Tentacolo,Lula Molusco Tentáculos
DIRT_LAYER_NAME_ALGAE_SPONGEBOB,Text,,Algae,Algues,Algen,Algas,藻,해조류,水藻,Водоросли,藻類,Deniz Yosunu,Alghe,Alga
DIRT_LAYER_NAME_ALGAE_SPONGEBOB_MERMALAIR,Text,,Algae,Algues,Algen,Algas,藻,해조류,水藻,Водоросли,藻類,Deniz Yosunu,Alghe,Alga
DIRT_LAYER_NAME_BARNACLES_SPONGEBOB,Text,,Barnacle Shells,Coquilles de bernacles,Seepockenschalen,Conchas de percebes,フジツボの殻,조개껍데기,藤壶壳,Ракушки,藤壺殼,Midye Kabukları,Conchiglie di cirripedi,Cracas
DIRT_LAYER_NAME_CHUM_SPONGEBOB,Text,NEW,Chum,Seau,Abfall,Cebo,撒き餌,밑밥,海霸糊,Чам,海霸糊,Yem,Chum,Lixo
DIRT_LAYER_NAME_DEEPSEA_GRIME_SPONGEBOB,Text,NEW,Deep Sea Grime,Crasse des profondeurs,Tiefsee-Schmutz,Mugre de las profundidades,深海のナゾ汚れ,심해 때,深海积垢,Глубоководная грязь,深海汙垢,Derin Deniz Kir Tabakası,Sporco delle profondità,Fuligem do mar profundo
DIRT_LAYER_NAME_DEEPSEA_SLUDGE_SPONGEBOB,Text,NEW,Deep Sea Sludge,Boue des profondeurs,Tiefsee-Schlamm,Lodo de las profundidades,深海の汚泥,심해 진흙,深海污泥,Глубоководный ил,深海污泥,Derin Deniz Çamur Tabakası,Fanghiglia delle profondità,Lodo do mar profundo
DIRT_LAYER_NAME_GREASE_SPONGEBOB,Text,,Grease,Graisse,Fett,Grasa,グリース,기름때,油脂,Смазка,油脂,Yağ,Olio,Graxa
DIRT_LAYER_NAME_GRIME_SPONGEBOB,Text,,Grime,Crasse,Schmutz,Mugre,すす,때,积垢,Въевшаяся грязь,積垢,Kir Tabakası,Sporco,Fuligem
DIRT_LAYER_NAME_GRIME_SPONGEBOB_BRIGHT,Text,,Grime,Crasse,Schmutz,Mugre,すす,때,积垢,Въевшаяся грязь,積垢,Kir Tabakası,Sporco,Fuligem
DIRT_LAYER_NAME_GRIME_SPONGEBOB_BRIGHTER,Text,,Grime,Crasse,Schmutz,Mugre,すす,때,积垢,Въевшаяся грязь,積垢,Kir Tabakası,Sporco,Fuligem
DIRT_LAYER_NAME_GRIME_SPONGEBOB_DARK,Text,CLONED,Grime,Crasse,Schmutz,Mugre,すす,때,积垢,Въевшаяся грязь,積垢,Kir Tabakası,Sporco,Fuligem
DIRT_LAYER_NAME_GRIME_SPONGEBOB_DARKER,Text,,Grime,Crasse,Schmutz,Mugre,すす,때,积垢,Въевшаяся грязь,積垢,Kir Tabakası,Sporco,Fuligem
DIRT_LAYER_NAME_JELLY_SPONGEBOB,Text,NEW,Jellyfish Jelly,Confiture de méduse,Quallen-Gelee,Gelatina de medusa,くらげのゼラチン質,해파리 젤리,水母果酱,Медузное желе,水母果醬,Denizanası Reçeli,Melma medusa,Geleia de água-viva
DIRT_LAYER_NAME_JELLY_SPONGEBOB_BRIGHTER,Text,NEW,Jellyfish Jelly,Confiture de méduse,Quallen-Gelee,Gelatina de medusa,くらげのゼラチン質,해파리 젤리,水母果酱,Медузное желе,水母果醬,Denizanası Reçeli,Melma medusa,Geleia de água-viva
DIRT_LAYER_NAME_MAYO_SPONGEBOB,Text,NEW,Mayo,Mayonnaise,Majo,Mayonesa,マヨネーズ,마요네즈,蛋黄酱,Майонез,美乃滋,Mayonez,Maionese,Maionese
DIRT_LAYER_NAME_MOULD_SPONGEBOB,Text,,Mould,Moisissure,Schimmel,Moho,カビ,곰팡이,霉菌,Плесень,黴菌,Küf,Muffa,Mofo
DIRT_LAYER_NAME_MOULD_SPONGEBOB_TIER6,Text,,Mould,Moisissure,Schimmel,Moho,カビ,곰팡이,霉菌,Плесень,黴菌,Küf,Muffa,Mofo
DIRT_LAYER_NAME_MUD_SPONGEBOB,Text,,Mud,Boue,Schlamm,Barro,泥,진흙,泥巴,Грязь,泥巴,Çamur,Fango,Lama
DIRT_LAYER_NAME_MUD_SPONGEBOB_BRIGHT,Text,,Mud,Boue,Schlamm,Barro,泥,진흙,泥巴,Грязь,泥巴,Çamur,Fango,Lama
DIRT_LAYER_NAME_MUD_SPONGEBOB_PATTYWAGON,Text,,Mud,Boue,Schlamm,Barro,泥,진흙,泥巴,Грязь,泥巴,Çamur,Fango,Lama
DIRT_LAYER_NAME_OIL_SPONGEBOB,Text,,Oil,Huile,Öl,Aceite,油,기름,油,Масло,油,Yağ,Olio,Óleo
DIRT_LAYER_NAME_OIL_SPONGEBOB_TIER7,Text,,Oil,Huile,Öl,Aceite,油,기름,油,Масло,油,Yağ,Olio,Óleo
DIRT_LAYER_NAME_RUST_SPONGEBOB,Text,,Rust,Rouille,Rost,Óxido,サビ,녹,锈迹,Ржавчина,鏽斑,Pas,Ruggine,Ferrugem
DIRT_LAYER_NAME_SAND_DARK_SPONGEBOB_MERMALAIR,Text,,Sand,Sable,Sand,Arena,砂,모래,沙土,Песок,沙土,Kum,Sabbia,Areia
DIRT_LAYER_NAME_SAND_LIGHT_SPONGEBOB_MERMALAIR,Text,,Sand,Sable,Sand,Arena,砂,모래,沙土,Песок,沙土,Kum,Sabbia,Areia
DIRT_LAYER_NAME_SAND_MEDIUM_SPONGEBOB_MERMALAIR,Text,,Sand,Sable,Sand,Arena,砂,모래,沙土,Песок,沙土,Kum,Sabbia,Areia
DIRT_LAYER_NAME_SAND_SPONGEBOB,Text,,Sand,Sable,Sand,Arena,砂,모래,沙土,Песок,沙土,Kum,Sabbia,Areia
DIRT_LAYER_NAME_SAND_SPONGEBOB_MERMALAIR,Text,,Sand,Sable,Sand,Arena,砂,모래,沙土,Песок,沙土,Kum,Sabbia,Areia
DIRT_LAYER_NAME_SAND_SUNSET_SPONGEBOB,Text,,Sand,Sable,Sand,Arena,砂,모래,沙土,Песок,沙土,Kum,Sabbia,Areia
DIRT_LAYER_NAME_SEAFUNGUS_SPONGEBOB,Text,NEW,Sea Fungus,Champignon marin,Meerespilz,Hongos marinos,海の菌類,바다 곰팡이,海真菌,Морская плесень,海洋真菌,Deniz Mantarı,Fungo marino,Fungo do mar
DIRT_LAYER_NAME_SEAGRASS_SPONGEBOB,Text,NEW,Sea Grass,Herbe de mer,Seegras,Pasto marino,海草,해초,海草,Морская трава,海草,Deniz Çimeni,Erba marina,Grama do mar
DIRT_LAYER_NAME_SNAILSTRAIL_SPONGEBOB,Text,NEW,Snail Trail,Bave d'escargot,Schneckenspur,Rastro de caracol,カタツムリの粘液,달팽이 자국,蜗牛迹,Следы улитки,小蝸的足跡,Salyangoz İzi,Scia di lumaca,Rastro do caracol
EXTENSION_SPONGEBOB_PROFESSIONAL_EXTRALONG_DESCRIPTION,Text,,"Improves the range of the washer, but cannot be used when close to a surface.","Améliore la portée du nettoyeur, mais ne peut pas être utilisée sur les surfaces proches.","Verbessert die Reichweite des Reinigers, kann aber nicht nah an Oberflächen verwendet werden.","Mejora el alcance de la hidrolimpiadora, pero no se puede usar a corta distancia de las superficies.",より遠くを洗浄することができるが、至近距離の表面には使用できない。,세척기의 사정거리를 향상시키지만 표면 가까이에서는 사용할 수 없습니다.,增加了喷水的距离，但是不能用于清洗近距离的表面。,"Увеличивает дальность мытья, но не позволяет отмывать близкие поверхности.",增加噴水距離，但無法對物體表面近距離使用。,"Yıkama makinesinin menzilini artırır, ancak yüzeye yakınken kullanılamaz.","Aumenta la gittata della pulitrice, ma non può essere utilizzata troppo vicino alle superfici.","Melhora o alcance da lavadora, mas não pode ser usada perto de uma superfície."
EXTENSION_SPONGEBOB_PROFESSIONAL_EXTRALONG_DESCRIPTION,Text,,"Improves the range of the washer, but cannot be used when close to a surface.","Améliore la portée du nettoyeur, mais ne peut pas être utilisée sur les surfaces proches.","Verbessert die Reichweite des Reinigers, kann aber nicht nah an Oberflächen verwendet werden.","Mejora el alcance de la hidrolimpiadora, pero no se puede usar a corta distancia de las superficies.",より遠くを洗浄することができるが、至近距離の表面には使用できない。,세척기의 사정거리를 향상시키지만 표면 가까이에서는 사용할 수 없습니다.,增加了喷水的距离，但是不能用于清洗近距离的表面。,"Увеличивает дальность мытья, но не позволяет отмывать близкие поверхности.",增加噴水距離，但無法對物體表面近距離使用。,"Yıkama makinesinin menzilini artırır, ancak yüzeye yakınken kullanılamaz.","Aumenta la gittata della pulitrice, ma non può essere utilizzata troppo vicino alle superfici.","Melhora o alcance da lavadora, mas não pode ser usada perto de uma superfície."
EXTENSION_SPONGEBOB_PROFESSIONAL_EXTRALONG_NAME,Text,NEW,Deep Cleaner 4000 Extra Long Extension,Extension extra-longue Deep Cleaner 4000,Tiefenreiniger 4000 – extra lange Verlängerung,Extensión extralarga para Deep Cleaner 4000,ディープクリーナー4000 エクステンション・極長,딥 클리너 4000 엑스트라 롱 확장기,深海清洁4000水枪超长喷头型,Очень длинная насадка для Deep Cleaner 4000,深海清潔劑 4000 超長延長管,Derin Temizleyici 4000 Ekstra Uzun Aparat,Pulitore provetto 4000 - Prolunga XL,Extensão Extra Longa Deep Cleaner 4000
EXTENSION_SPONGEBOB_PROFESSIONAL_LONG_DESCRIPTION,Text,,"Improves the range of the washer, but cannot be used when close to a surface.","Améliore la portée du nettoyeur, mais ne peut pas être utilisée sur les surfaces proches.","Verbessert die Reichweite des Reinigers, kann aber nicht nah an Oberflächen verwendet werden.","Mejora el alcance de la hidrolimpiadora, pero no se puede usar a corta distancia de las superficies.",より遠くを洗浄することができるが、至近距離の表面には使用できない。,세척기의 사정거리를 향상시키지만 표면 가까이에서는 사용할 수 없습니다.,增加了喷水的距离，但是不能用于清洗近距离的表面。,"Увеличивает дальность мытья, но не позволяет отмывать близкие поверхности.",增加噴水距離，但無法對物體表面近距離使用。,"Yıkama makinesinin menzilini artırır, ancak yüzeye yakınken kullanılamaz.","Aumenta la gittata della pulitrice, ma non può essere utilizzata troppo vicino alle superfici.","Melhora o alcance da lavadora, mas não pode ser usada perta de uma superfície."
EXTENSION_SPONGEBOB_PROFESSIONAL_LONG_NAME,Text,NEW,Deep Cleaner 4000 Long Extension,Extension longue Deep Cleaner 4000,Tiefenreiniger 4000 – lange Verlängerung,Extensión larga para Deep Cleaner 4000,ディープクリーナー4000 エクステンション・長,딥 클리너 4000 롱 확장기,深海清洁4000水枪长喷头型,Длинная насадка для Deep Cleaner 4000,深海清潔劑 4000 長延長管,Derin Temizleyici 4000 Uzun Aparat,Pulitore provetto 4000 - Prolunga L,Extensão Longa Deep Cleaner 4000
EXTENSION_SPONGEBOB_PROFESSIONAL_SHORT_DESCRIPTION,Text,,Improves the range while still being able to be used quite close to surfaces.,Améliore la portée et peut être utilisé sur les surfaces proches.,Verbessert die Reichweite und kann trotzdem relativ nah an Oberflächen verwendet werden.,Mejora el alcance y también se puede usar a corta distancia de las superficies.,洗浄範囲が広く、近距離でも使用できる。,사정거리를 향상시키고 표면 가까이에서도 사용할 수 있습니다.,增加了喷水的距离，同时可以用于清洗近距离的物体。,"Увеличивает дальность мытья, позволяет мыть поверхности в непосредственной близости.",增加噴水距離，也可對物體表面近距離使用。,Yüzeylere oldukça yakınken kullanılabilir ve menzili artırır.,Aumenta la gittata e può essere usata anche vicino alle superfici.,Melhora o alcance enquanto ainda pode ser usada perto de superfícies.
EXTENSION_SPONGEBOB_PROFESSIONAL_SHORT_NAME,Text,NEW,Deep Cleaner 4000 Short Extension,Extension courte Deep Cleaner 4000,Tiefenreiniger 4000 – kurze Verlängerung,Extensión corta para Deep Cleaner 4000,ディープクリーナー4000 エクステンション・短,딥 클리너 4000 숏 확장기,深海清洁4000水枪短喷头型,Короткая насадка для Deep Cleaner 4000,深海清潔劑 4000 短延長管,Derin Temizleyici 4000 Kısa Aparat,Pulitore provetto 4000 - Prolunga s,Extensão Curta Deep Cleaner 4000
EXTENSION_SPONGEBOB_PROFESSIONAL_STUBBY_DESCRIPTION,Text,,None (Stubby Gun),Aucun (pistolet de nettoyage),Keine (kurze Pistole),Ninguna (pistola corta).,なし(短口),없음 (스터비 건),无（短枪）,Нет (короткое сопло),無（粗短槍）,Yok (Kısa Tabanca),Nessuna (pistola corta),Nenhum (curto e amplo)
EXTENSION_SPONGEBOB_PROFESSIONAL_STUBBY_NAME,Text,,None (Stubby Gun),Aucun (pistolet de nettoyage),Keine (kurze Pistole),Ninguna (pistola corta),なし(短口),없음 (스터비 건),无（短枪）,Нет (короткое сопло),無（粗短槍）,Yok (Kısa Tabanca),Nessuna (pistola corta),Nenhum (curto e amplo)
JOB_SPONGEBOB_BUS_DESCRIPTION,Text,,"Allow me to introduce myself. Squidward Tentacles, artist extraordinaire, virtuoso clarinetista, cultivator of taste and talent. Pleased to meet you. 

I'm looking for an incy, wincy favor before you split town. You see, the Bikini Bottom Gala Night is being held at 'Fancy!' this evening and I plan to showcase some of my most accessible stand up comedy. I'll be warming up the audience with some one-liners to begin with, and so tried a few out on the bus into town.

But just as I was getting into my flow state, the bus driver inexplicably let go of the wheel and covered his ears - I guess he must've developed some kind of rapid-onset ear infection. Consequently, the bus careened straight off a cliff, and down the incalculable distance into Crush County. Luckily, it soft-landed in the sludge and survived the immense pressure and journey back, but we need to clean it up so I can ride it back in time for my set. 

If you can fit us in, I'll tell you my best joke.","Bonjour, je me présente. Carlo Tentacule, artiste d'exception, clarinettiste virtuose, protecteur du bon goût et du talent. Enchanté de te rencontrer. 

J'aimerais que tu me rendes un petit service de rien du tout avant de partir. Vois-tu, le gala de Bikini Bottom a lieu au « Fancy ! » ce soir, et j'ai prévu d'y présenter certains de mes sketches les plus accessibles au grand public. Comme j'aimerais commencer par des blagues pour chauffer le public, j'ai voulu en tester quelques-unes dans le bus.

Mais juste au moment où je commençais à me mettre dans le bain, le chauffeur du bus a lâché le volant pour se boucher les oreilles. J'imagine qu'il a dû attraper une infection foudroyante du tympan. À cause de ça, le bus a dévalé une falaise et a foncé tout droit jusqu'à Crush County. Heureusement, il a atterri dans la boue et il a survécu à toute cette pression et au voyage de retour. Mais maintenant, il faut le nettoyer pour que je puisse arriver à temps pour mon spectacle. 

Si tu m'aides, je te raconterai ma meilleure blague.","Erlaube mir, mich vorzustellen. Thaddäus Tentakel, außergewöhnlicher Künstler, virtuoser Klarinettist, Kultivator von Geschmack und Talent. Sehr erfreut, dich kennenzulernen. 

Ich möchte dich um einen winzig kleinen Gefallen bitten, bevor du die Stadt verlässt. Weißt du, der Gala-Abend von Bikini Bottom findet heute Abend im Fancy! statt, und ich habe vor, etwas von meiner am leichtesten zugänglichen Stand-up-Comedy zu präsentieren. Ich werde das Publikum zunächst mit Einzeilern aufwärmen und habe deshalb im Bus in die Stadt ein paar ausprobiert.

Aber gerade als ich in meinen Flow-Zustand gekommen bin, hat der Busfahrer aus unerklärlichen Gründen das Lenkrad losgelassen und sich die Ohren zugehalten – er muss wohl eine Art schnell einsetzende Ohreninfektion bekommen haben. Infolgedessen ist der Bus direkt von einer Klippe und die unkalkulierbare Entfernung hinunter nach Crush County gestürzt. Glücklicherweise ist er im Schlamm weich gelandet und hat den immensen Druck und die Rückreise überstanden, aber wir müssen ihn reinigen, damit ich rechtzeitig für meinen Auftritt damit zurückfahren kann. 

Wenn du uns unterbringen kannst, erzähle ich dir meinen besten Witz.","Permíteme presentarme. Soy Calamardo Tentáculos, artista extraordinario, clarinetista virtuoso y cultivador de buen gusto y talento. Encantado de conocerte.

Quería pedirte un favorcillo insignificante antes de que te vayas. Verás, esta noche se celebra la gala nocturna de Fondo de Bikini en la Sala ¡Finolis! y tenía pensado hacer un numerito con alguno de mis monólogos cómicos. La cosa es romper el hielo haciendo reír al público con algún chistecillo, así que he probado unos cuantos en el autobús de camino.

Pero cuando ya estaba empezando a cogerle el gustillo, el autobusero ha soltado el volante sin venir a cuento y se ha tapado los oídos. Supongo que le habrá entrado de repente una infección o algo... Total, que el bus fue derechito a un barranco para despeñarse desde una altura incalculable en el Abismo Aplastado. Por suerte, cayó en una zona blandita, sobrevivió a la inmensa presión y logró dar media vuelta, pero toca darle una buena limpieza para poder conducirlo y llegar a tiempo a mi actuación.

Si nos haces un hueco, te contaré mi mejor chiste.","まずは自己紹介じゃな。天才的な芸術家にしてクラリネットの名手、センスと才能を磨くのに余念がない。それがイカルド・テンタクルズじゃ。よろしく頼むよ。

おまえさんが町に繰り出す前に、ほんの小さな頼みを聞いてもらえないじゃろうか。今晩、「ファンシー！」でビキニタウンのガラが開催されるだろ。そこでワシはスタンドアップ・コメディを披露する予定なんじゃ。しょっぱなからパンチラインを繰り出して会場を沸かす気満々でのう、ビキニタウン行きのバスでも何発か試してみたんじゃが……

ちょうどノッてきたところで、バスの運転手がどういうわけかハンドルから手を放し、耳を塞いだんじゃ。急性の中耳炎にでもかかったかな。そうこうしてるうちにバスは崖からずっーと真っ逆さま。クラッシュ・カウンティに落ちるまで長かった。幸いにもバスはぬかるみに着地して、とんでもない水圧にも耐えたんじゃが、早く洗浄して出発しないとワシの出番に間に合わなくなる。

引き受けてくれれば、渾身の一発ギャグを聞かせてやろう。","내 소개를 할게. 비범한 예술가이자, 거장 클라리넷 연주자이자, 미각과 재능을 추구하는 징징이라고 해. 만나서 반가워. 

네가 마을을 떠나기 전에 아주 조그만 부탁을 하고 싶어. 오늘 저녁에 'Fancy!'에서 비키니 시티 갈라 나이트가 열리는데, 내가 가장 잘 할 수 있는 스탠드업 코미디를 선보이려고 해. 먼저 몇 가지 짧은 농담으로 관객의 흥을 돋울 거라, 시내로 가는 버스 안에서 몇 가지를 연습해 봤지.

농담이 자연스럽게 이어지려 하는 순간에 버스 기사가 갑자기 운전대를 놓더니 귀를 막았어. 갑작스럽게 귀에 염증 같은 게 생겼었나 봐. 결국 버스는 절벽에서 곧장 굴러떨어졌고, 저 멀리 쭈글납작시티까지 곤두박질치고 말았지. 다행히 버스가 진흙탕 위로 떨어져서 엄청난 압력을 이겨내고 돌아올 수 있었지만, 다시 이 버스를 타고 제 시간에 갈라에 도착할 수 있도록 버스를 청소해야 해. 

시간에 맞춰 완료해 준다면 저의 최고의 농담을 들려줄게.","请允许我先介绍一下自己。我是章鱼哥，一位非凡的艺术家，单簧管大师，也是兼具品味和才华的人。很高兴见到你。

在你离开之前，我想请你帮一个小小的忙。是这样的，比奇堡庆典夜今晚会在“帆船餐厅”举行，我准备展示一些我最擅长的脱口秀。我负责在开场时用机智问答来调动参与者的气氛，所以我在乘巴士来镇上时练习了一会儿。

不过在我进入忘我状态时，巴士司机的双手莫名其妙地脱离了方向盘，捂住了耳朵。我想他一定是突发耳疾。结果，车子直直地冲下了悬崖，下坠了难以估量的距离，掉进了“坠毁郡”。幸运的是，它在污泥中软着陆，经受住了巨大的冲击力，并且还开了回来，但我们要把它清洗干净，这样我才能及时乘它回去参加演出。

如果我们相处融洽，我就讲一个压箱底的笑话。","Позвольте представиться. Сквидвард Тентаклс, выдающийся художник, кларнетист-виртуоз, прививаю вкусы и таланты. Приятно познакомиться! 

Не окажете ли мне небольшую услугу, пока вы еще тут? Видите ли, сегодня вечером в ресторане «Фенси!» состоится гала-вечер Бикини Боттома, на котором я планирую выступить со своим стендапом. Для начала я разогрею публику несколькими короткими шутками — некоторые из них я опробовал, пока ехал в автобусе.

Но стоило мне поймать нужную волну, водитель по каким-то необъяснимым причинам отпустил руль и закрыл уши. Полагаю, он подхватил быстро прогрессирующую ушную инфекцию. В результате автобус сорвался с обрыва и пролетел немыслимое расстояние до дна глубокой впадины. К счастью, приземление было мягким. Автобус весь покрылся тиной, подвергся огромному давлению и еле доехал обратно. Теперь нам нужно очистить его, чтобы я мог спокойно отправиться на свое выступление. 

Если поможете нам, я расскажу вам свою лучшую шутку.","容我向您自我介紹。本人章魚哥，藝術造詣非凡，一流單簧管樂手，兼具卓越品味和傑出才華。很高興認識你。

在你離開前，我想請你幫我幹一件很小很小的事。你看，「Fancy!」正在舉行比奇堡晚宴。我打算在今晚表演幾個最拿手的單人喜劇段子。我想用幾個笑話來暖場，所以在進城來的公車上先熱了一下身。

但我還在抓節奏的時候，公車司機突然放掉了方向盤，摀住自己的耳朵，我猜他是耳朵感染了什麼東西。結果公車就往懸崖底下衝，掉進了墜毀郡。幸好它掉進了污泥裡頭，緩和了下墜的撞擊力，但我們得把它給修好，讓我趕回去表演。

如果你能把我們都塞回去，我再跟你分享我珍藏的笑話。","Kendimi tanıtayım. Squidward Dokunaç, muazzam sanatçı, virtüöz klarnetçi ve hem zevkin hem de yeteneğin ilerlemesine katkı sağlayan kişi. Tanıştığımıza memnun oldum. 

Sen kasabadan gitmeden önce ufacık, minicik bir iyilik isteyeceğim. Bikini Kasabası Gala Gecesi bu akşam ""Fancy!""de gerçekleşecek ve ben de orada en uygun stand up gösterilerimden birkaçını yapmayı düşünüyorum. Başta birkaç kısa fıkrayla izleyiciyi gösteriye hazırlarım. Bunlardan bir iki tanesini kasabaya giden otobüsteyken denedim.

Tam hızımı alacakken otobüs şoförü, sebebini asla anlamadığım bir şekilde direksiyonu bırakıp kulaklarını kapadı. Sanırım aniden başlayan bir kulak enfeksiyonu falan kaptı. Bunun sonucunda otobüs, çok uzun bir süre uçurumdan aşağı yuvarlandı ve Crush County'e düştü. Neyse ki çamura yumuşak iniş yaptı, yüksek basınca dayandı ve geri dönebildi ama şimdi sahneme zamanında ulaşabilmem için aracı yıkamamız lazım. 

Hepimizi sığdırabilirsen sana en iyi şakamı anlatırım.","Lascia che mi presenti. Sono Squiddy Tentacolo, artista straordinario, clarinettista provetto e conoscitore del gusto e del talento. Piacere di conoscerti. 

Prima che lasci la città, vorrei chiederti un piccolo, minuscolo favore. Vedi, questa sera si terrà il gala di Bikini Bottom al 'Fancy!' e ho intenzione di mettere su uno spettacolo comico con alcuni dei miei pezzi più semplici. Per cominciare, riscalderò il pubblico con alcune battute, e per questo ho fatto delle prove nell'autobus.

Ma proprio mentre stavo entrando nel vivo della performance, l'autista ha inspiegabilmente lasciato andare il volante e si è coperto le orecchie. Immagino gli sia venuta una specie di infezione istantanea all'orecchio. Di conseguenza, l'autobus è precipitato giù da un dirupo e ha continuato a cadere fino a raggiungere la Crush County. Fortunatamente la caduta è stata attenuata dal fango e l'autobus ha resistito sia all'incredibile pressione che al viaggio di ritorno, ma dobbiamo ripulirlo così che io possa ritornare e arrivare in tempo per il mio spettacolo. 

Se riesci a farci entrare, ti racconterò la mia barzelletta migliore.","Permita-me apresentar-me. Lula Molusco Tentáculos, artista extraordinário, clarinetista virtuoso, cultivador de bom gosto e talento. Prazer em conhecer você. 

Gostaria de pedir um favorzinho antes que você vá embora da cidade. A Noite de Gala da Fenda do Biquíni acontece hoje à noite no ""Chique!"" e quero mostrar algumas das minhas comédias stand-up mais acessíveis. Vou começar esquentando o público com algumas tiradas, então experimentei algumas no ônibus.

Quando eu estava pegando embalo, o motorista do ônibus de repente soltou o volante e cobriu os ouvidos – acho que ele deve ter pego algum tipo de infecção de ouvido de ação rápida. Daí o ônibus caiu de um penhasco direto para o Condado Aperto lá embaixo. Ainda bem que ele caiu na lama e sobreviveu à imensa pressão e à viagem de volta, mas precisamos limpá-lo, ou não conseguirei voltar a tempo para o meu camarim. 

Se você puder nos encaixar na sua agenda, vou contar minha melhor piada."
